"table_name","column_name","data_type","r_type"
"COND_DWM_CALC","fwd_lg_carbon_unadj","double precision","double"
"POP_PLOT_STRATUM_ASSGN","statecd","smallint","double"
"TREE_GRM_BEGIN","volcfnet","double precision","double"
"EVALIDATOR_LOG","row_time","character varying","character"
"OZONE_SPECIES_SUMMARY","pltsize","double precision","double"
"TREE_GRM_MIDPT","drybio_stem","double precision","double"
"REF_HABTYP_PUBLICATION","created_date","timestamp without time zone","IDate"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_4","text","character"
"COND","reservcd","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_3_meaning","character varying","character"
"REF_NVCS_LEVEL_2_CODES","cn","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_13","character varying","character"
"PLOT","lon","numeric","double"
"COND_DWM_CALC","condprop_fwd_lg","numeric","double"
"REF_CITATION","citation_nbr","integer","double"
"TREE_GRM_COMPONENT","ann_dia_growth","numeric","double"
"POP_EVAL_GRP","cn","character varying","character"
"P2VEG_SUBPLOT_SPP","modified_by","character varying","character"
"PLOT_REGEN","created_in_instance","character varying","character"
"LICHEN_VISIT","gaprcnt","smallint","double"
"REF_POP_ATTRIBUTE","attribute_nbr","integer","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_18","text","character"
"EVALIDATOR_VARIABLE_LIBRARY","modified_by","character varying","character"
"VEG_VISIT","plot","integer","double"
"COND","siteclcdest","smallint","double"
"TREE_GRM_COMPONENT","subp_tpagrow_unadj_sl_forest","numeric","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_7_label","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_2","character varying","character"
"REF_RESEARCH_STATION","created_in_instance","character varying","character"
"SOILS_LAB","n_total_pct","numeric","double"
"REF_NVCS_LEVEL_4_CODES","meaning","character varying","character"
"SITETREE","treeclcd_rmrs","smallint","double"
"P2VEG_SUBP_STRUCTURE","plot","double precision","double"
"SOILS_VISIT","modified_in_instance","character varying","character"
"SOILS_SAMPLE_LOC","dpthsbsl","double precision","double"
"TREE_GRM_THRESHOLD","standing_dead_cd","smallint","double"
"OZONE_SPECIES_SUMMARY","amnt_max","double precision","double"
"TREE","prev_agechkcd_rmrs","smallint","double"
"PLOT","nf_plot_nonsample_reasn_cd","smallint","double"
"COND","sicond","smallint","double"
"SOILS_EROSION","compcpct","double precision","double"
"SITETREE","cclcd_rmrs","smallint","double"
"TREE_GRM_ESTN","remper","numeric","double"
"TREE","coneprescd1","smallint","double"
"TREE_WOODLAND_STEMS","modified_by","character varying","character"
"SUBPLOT_REGEN","unitcd","smallint","double"
"COND","gsstkcd","smallint","double"
"EVALIDATOR_LOG","page_time","character varying","character"
"REF_SPECIES","bark_vol_pct_cit","integer","double"
"VEG_SUBPLOT","crypto_crust_cover_pct","smallint","double"
"COND","admin_withdrawn_cd","smallint","double"
"OZONE_VISIT","cn","character varying","character"
"COND","gsstk","numeric","double"
"LICHEN_LAB","statecd","smallint","double"
"SITETREE","plt_cn","character varying","character"
"COND_DWM_CALC","fwd_lg_carbon_adj","double precision","double"
"TREE_GRM_MIDPT","volcfsnd_stump","double precision","double"
"DWM_FINE_WOODY_DEBRIS","plot","integer","double"
"POP_EVAL","modified_by","character varying","character"
"REF_NVCS_LEVEL_5_CODES","nvcs_code","character varying","character"
"POP_ESTN_UNIT","modified_in_instance","character varying","character"
"DWM_TRANSECT_SEGMENT","cn","character varying","character"
"TREE","prev_tre_cn","character varying","character"
"TREE_GRM_MIDPT","standing_dead_cd","smallint","double"
"REF_UNIT","modified_in_instance","character varying","character"
"SOILS_SAMPLE_LOC","forflthkn","double precision","double"
"TREE","drybio_sawlog_bark","numeric","double"
"DWM_RESIDUAL_PILE","cn","character varying","character"
"REF_LICHEN_SPECIES","species","character varying","character"
"REF_SPECIES","c_spgrpcd","smallint","double"
"OZONE_PLOT_SUMMARY","pltdstrb","double precision","double"
"LICHEN_SPECIES_SUMMARY","sum_abundance","numeric","double"
"COND_DWM_CALC","condprop_duff","numeric","double"
"TREE_GRM_ESTN","g_i","numeric","double"
"TREE_GRM_BEGIN","volcssnd_bark","double precision","double"
"EVALIDATOR_VARIABLE_LIBRARY","modified_date","timestamp without time zone","IDate"
"TREE","prevcond","smallint","double"
"POP_STRATUM","modified_in_instance","character varying","character"
"OZONE_PLOT","created_date","timestamp without time zone","IDate"
"PLOT","subp_examine_cd","smallint","double"
"COND_DWM_CALC","cwd_volcf_adj","double precision","double"
"POP_EVAL_ATTRIBUTE","modified_in_instance","character varying","character"
"LICHEN_LAB","invyr","smallint","double"
"REF_GRM_TYPE","created_in_instance","character varying","character"
"COND","physclcd","smallint","double"
"OZONE_PLOT","measmon","smallint","double"
"P2VEG_SUBPLOT_SPP","countycd","smallint","double"
"COND","dominant_species1_pnwrs","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","script","character varying","character"
"REF_RESEARCH_STATION","state_abbr","character varying","character"
"LICHEN_VISIT","plot","integer","double"
"TREE_GRM_THRESHOLD","drybio_ag","double precision","double"
"VEG_VISIT","modified_date","timestamp without time zone","IDate"
"REF_PLANT_DICTIONARY","modified_date","timestamp without time zone","IDate"
"REF_SPECIES","sftwd_hrdwd","character varying","character"
"COND","grazing_srs","smallint","double"
"SOILS_SAMPLE_LOC","created_in_instance","character varying","character"
"REF_SIEQN","created_by","character varying","character"
"VEG_SUBPLOT_SPP","created_date","timestamp without time zone","IDate"
"TREE","dmg_agent2_cd_pnwrs","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","modified_in_instance","character varying","character"
"SOILS_LAB","air_dry_soil_wt","numeric","double"
"COUNTY","created_by","character varying","character"
"TREE_GRM_COMPONENT","dia_begin","numeric","double"
"LICHEN_LAB","created_in_instance","character varying","character"
"OZONE_VISIT","smpkndcd","smallint","double"
"P2VEG_SUBP_STRUCTURE","cycle","smallint","double"
"PLOT_REGEN","plot","integer","double"
"TREE_GRM_MIDPT","htdmp","numeric","double"
"COND","plot","integer","double"
"DWM_COARSE_WOODY_DEBRIS","horiz_dist","double precision","double"
"VEG_SUBPLOT","trash_junk_cover_pct","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","modified_in_instance","character varying","character"
"REF_HABTYP_PUBLICATION","type","character varying","character"
"REF_PLANT_DICTIONARY","modified_by","character varying","character"
"PLOTSNAP","kindcd_nc","smallint","double"
"REF_UNIT","statecd","smallint","double"
"SEEDLING","treecount","smallint","double"
"REF_FOREST_TYPE_GROUP","litter_density","numeric","double"
"DWM_RESIDUAL_PILE","measyear","smallint","double"
"COND","age_basis_cd_pnwrs","smallint","double"
"DWM_TRANSECT_SEGMENT","segmnt","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","modified_date","timestamp without time zone","IDate"
"VEG_QUADRAT","plot","integer","double"
"TREE_GRM_BEGIN","treeclcd","smallint","double"
"OZONE_SPECIES_SUMMARY","soildrn","double precision","double"
"TREE_GRM_ESTN","est_begin_recalc","character varying","character"
"REF_POP_EVAL_TYP_DESCR","modified_by","character varying","character"
"LICHEN_SPECIES_SUMMARY","cn","character varying","character"
"TREE","invyr","smallint","double"
"PLOTGEOM","fvs_region","smallint","double"
"REF_HABTYP_DESCRIPTION","created_date","timestamp without time zone","IDate"
"DWM_DUFF_LITTER_FUEL","litter_nonsample_reasn_cd","smallint","double"
"TREE_GRM_COMPONENT","subptyp_end","smallint","double"
"DWM_MICROPLOT_FUEL","lvhrbht","double precision","double"
"REF_FVS_LOC_NAME","manual_start","character varying","character"
"REF_PLANT_DICTIONARY","xvariety","character varying","character"
"SOILS_LAB","created_in_instance","character varying","character"
"EVALIDATOR_ESTIMATE_GRP","modified_by","character varying","character"
"OZONE_PLOT_SUMMARY","biosite_index_multiplier","double precision","double"
"COND","prop_basis","character varying","character"
"TREE","cullform","smallint","double"
"LICHEN_PLOT_SUMMARY","modified_date","timestamp without time zone","IDate"
"COND","nvcs_level_1_cd","character varying","character"
"BOUNDARY","plot","integer","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_4","character varying","character"
"REF_LICHEN_SPP_COMMENTS","lich_sppcd","integer","double"
"COND_DWM_CALC","fwd_lg_drybio_adj","double precision","double"
"SUBPLOT","ground_tran_pts_moss_rmrs","smallint","double"
"OZONE_PLOT","statecd","smallint","double"
"SUBPLOT","unitcd","smallint","double"
"REF_GRM_TYPE","end_invyr","smallint","double"
"POP_ESTN_UNIT","modified_date","timestamp without time zone","IDate"
"REF_DAMAGE_AGENT_GROUP","description","character varying","character"
"POP_EVAL","created_in_instance","character varying","character"
"TREE","damage_agent_cd3_srs","integer","double"
"DWM_VISIT","dwm_nbr_subp","smallint","double"
"COND","live_canopy_cvr_pct","smallint","double"
"PLOTSNAP","adj_expchng_subp","double precision","double"
"INVASIVE_SUBPLOT_SPP","created_in_instance","character varying","character"
"COND","sieqn_ref_cd_fvs","character varying","character"
"OZONE_BIOSITE_SUMMARY","ground_loc_cd","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_13","character varying","character"
"REF_INVASIVE_SPECIES","notes","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","orntcd_pnwrs","character varying","character"
"REF_NVCS_LEVEL_3_CODES","cn","character varying","character"
"REF_NVCS_LEVEL_6_CODES","created_in_instance","character varying","character"
"OZONE_VALIDATION","crwtypcd","smallint","double"
"SURVEY","statenm","character varying","character"
"TREE","hrdwd_clump_cd","smallint","double"
"SOILS_LAB","exchng_s","numeric","double"
"TREE_WOODLAND_STEMS","created_in_instance","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","plt_cn","character varying","character"
"POP_STRATUM","p2pointcnt","bigint","integer64"
"REF_TREE_DECAY_PROP","sftwd_hrdwd","character varying","character"
"COND_DWM_CALC","fwd_lg_volcf_adj","double precision","double"
"TREE_GRM_COMPONENT","subp_tparemv_unadj_sl_forest","numeric","double"
"REF_HABTYP_PUBLICATION","modified_in_instance","character varying","character"
"SEEDLING","plt_cn","character varying","character"
"COND_DWM_CALC","pile_tl_unadj","numeric","double"
"TREE","clightcd","smallint","double"
"REF_NVCS_LEVEL_5_CODES","modified_date","timestamp without time zone","IDate"
"SITETREE","ht","smallint","double"
"TREE_GRM_BEGIN","decaycd","smallint","double"
"TREE_GRM_THRESHOLD","volcsgrs","double precision","double"
"VEG_PLOT_SPECIES","veg_fldspcd","character varying","character"
"TREE_GRM_BEGIN","modified_in_instance","character varying","character"
"VEG_SUBPLOT","total_canopy_cover_layer_3","smallint","double"
"TREE_GRM_ESTN","tre_cn","character varying","character"
"REF_FVS_LOC_NAME","fvs_loc_cd_name","character varying","character"
"REF_LICHEN_SPP_COMMENTS","created_in_instance","character varying","character"
"VEG_SUBPLOT_SPP","subp","smallint","double"
"COND_DWM_CALC","cwd_lpa_cond","double precision","double"
"PLOT","kindcd","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_7_cd","character varying","character"
"REF_NVCS_LEVEL_3_CODES","created_date","timestamp without time zone","IDate"
"P2VEG_SUBP_STRUCTURE","modified_in_instance","character varying","character"
"PLOT","reusecd1","smallint","double"
"SOILS_VISIT","qa_status","smallint","double"
"REF_TREE_DECAY_PROP","density_prop","numeric","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_8","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","comment_20","text","character"
"REF_SPECIES","species","character varying","character"
"TREE_GRM_BEGIN","volcfsnd_top","double precision","double"
"TREE","voltssnd","numeric","double"
"COND_DWM_CALC","pile_volcf_adj","double precision","double"
"PLOTGEOM","ecosubcd","character varying","character"
"VEG_VISIT","modified_by","character varying","character"
"TREE","upper_dia_ht","numeric","double"
"COND_DWM_CALC","condprop_fwd_md","numeric","double"
"BOUNDARY","modified_in_instance","character varying","character"
"EVALIDATOR_VARIABLE_LIBRARY","created_in_instance","character varying","character"
"SUBP_COND_CHNG_MTRX","modified_in_instance","character varying","character"
"TREE_GRM_COMPONENT","subp_tpagrow_unadj_al_forest","numeric","double"
"VEG_SUBPLOT","moss_cover_pct","smallint","double"
"COND","subcycle","smallint","double"
"COND_DWM_CALC","fwd_md_carbon_cond","double precision","double"
"REF_PLANT_DICTIONARY","duration","character varying","character"
"SITETREE","site_age_tree_status_pnwrs","character varying","character"
"TREE_GRM_MIDPT","subptyp","double precision","double"
"TREE_GRM_THRESHOLD","cullform","smallint","double"
"SITETREE","site_tree_method_pnwrs","character varying","character"
"TREE_WOODLAND_STEMS","cycle","smallint","double"
"VEG_VISIT","statecd","smallint","double"
"REF_POP_ATTRIBUTE","land_basis","character varying","character"
"COND","dominant_species3_pnwrs","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_8_note","character varying","character"
"PLOT","plot_season_ners","smallint","double"
"TREE","culturally_killed_pnwrs","smallint","double"
"POP_ESTN_UNIT","rscd","smallint","double"
"TREE_GRM_MIDPT","created_by","character varying","character"
"FIA_REPORTING_LOG","latitude","double precision","double"
"POP_EVAL","rscd","smallint","double"
"PLOTSNAP","expcurr","double precision","double"
"VEG_QUADRAT","quadrat","smallint","double"
"EVALIDATOR_POP_ESTIMATE","eval_typ","character varying","character"
"LICHEN_VISIT","issuecd1","double precision","double"
"SOILS_VISIT","plt_cn","character varying","character"
"PLOTSNAP","created_in_instance","character varying","character"
"POP_ESTN_UNIT","created_by","character varying","character"
"POP_EVAL","estn_method","character varying","character"
"REF_NVCS_LEVEL_4_CODES","hierarchy_level_label","character varying","character"
"P2VEG_SUBP_STRUCTURE","unitcd","smallint","double"
"COND_DWM_CALC","fuel_depth","double precision","double"
"TREE_WOODLAND_STEMS","invyr","smallint","double"
"REF_POP_EVAL_TYP_DESCR","created_date","timestamp without time zone","IDate"
"OZONE_VALIDATION","biospcd","double precision","double"
"PLOTSNAP","grow_typ_cd","smallint","double"
"REF_PLANT_DICTIONARY","cn","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","primary_class","character varying","character"
"SEEDLING_REGEN","cycle","smallint","double"
"REF_HABTYP_DESCRIPTION","modified_by","character varying","character"
"POP_EVAL_ATTRIBUTE","modified_by","character varying","character"
"PLOT","srv_cn","character varying","character"
"REF_OWNGRPCD","meaning","character varying","character"
"TREE","carbon_ag","numeric","double"
"EVALIDATOR_LOG","mapped","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_6","text","character"
"TREE_GRM_COMPONENT","morttsal_forest","numeric","double"
"TREE_GRM_THRESHOLD","modified_by","character varying","character"
"SUBP_COND","plot","integer","double"
"REF_NVCS_LEVEL_1_CODES","modified_date","timestamp without time zone","IDate"
"TREE","diahtcd","smallint","double"
"REF_FVS_VAR_NAME","created_by","character varying","character"
"POP_PLOT_STRATUM_ASSGN","unitcd","smallint","double"
"PLOT","created_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_28","character varying","character"
"TREE_GRM_BEGIN","statecd","smallint","double"
"SEEDLING","created_date","timestamp without time zone","IDate"
"TREE_WOODLAND_STEMS","statecd","smallint","double"
"TREE","prev_wdldstem","smallint","double"
"VEG_VISIT","veg_sample_basis","smallint","double"
"DWM_FINE_WOODY_DEBRIS","created_by","character varying","character"
"OZONE_BIOSITE_SUMMARY","created_in_instance","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_20","character varying","character"
"P2VEG_SUBP_STRUCTURE","statecd","smallint","double"
"TREE_GRM_COMPONENT","subp_tpamort_unadj_al_forest","numeric","double"
"PLOTSNAP","adj_expdwm_duff","double precision","double"
"DWM_COARSE_WOODY_DEBRIS","transdia","smallint","double"
"SOILS_LAB","exchng_cd","numeric","double"
"REF_NVCS_LEVEL_3_CODES","modified_by","character varying","character"
"REF_NVCS_LEVEL_4_CODES","hierarchy_level","smallint","double"
"POP_ESTN_UNIT","evalid","integer","double"
"POP_EVAL","evalid","integer","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_11","text","character"
"POP_EVAL_TYP","created_by","character varying","character"
"P2VEG_SUBP_STRUCTURE","created_date","timestamp without time zone","IDate"
"INVASIVE_SUBPLOT_SPP","plt_cn","character varying","character"
"OZONE_VALIDATION","cn","character varying","character"
"TREE_GRM_COMPONENT","subp_tpagrow_unadj_gs_timber","numeric","double"
"REF_PLANT_DICTIONARY","family","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_9","character varying","character"
"DWM_RESIDUAL_PILE","spcd","smallint","double"
"PLOTSNAP","created_date","timestamp without time zone","IDate"
"VEG_VISIT","invyr","smallint","double"
"TREE_GRM_BEGIN","plt_cn","character varying","character"
"SOILS_EROSION","measyear","smallint","double"
"LICHEN_PLOT_SUMMARY","plt_cn","character varying","character"
"FIA_REPORTING_LOG","modified_by","character varying","character"
"SUBPLOT","ground_tran_pts_tris_rmrs","smallint","double"
"DWM_RESIDUAL_PILE","transect","smallint","double"
"REF_LICHEN_SPP_COMMENTS","modified_date","timestamp without time zone","IDate"
"EVALIDATOR_POP_ESTIMATE","estimate_variant","character varying","character"
"COND_DWM_CALC","created_in_instance","character varying","character"
"COND_DWM_CALC","duff_tc_unadj","numeric","double"
"TREE_GRM_THRESHOLD","voltsgrs","double precision","double"
"TREE","mortyr","smallint","double"
"TREE_GRM_BEGIN","cull","smallint","double"
"DWM_MICROPLOT_FUEL","plt_cn","character varying","character"
"PLOTSNAP","unitcd","smallint","double"
"SOILS_LAB","lab_id","character varying","character"
"COND_DWM_CALC","fwd_lg_cnt_cond","double precision","double"
"COND","macrprop_unadj","double precision","double"
"TREE","created_in_instance","character varying","character"
"SEEDLING_REGEN","unitcd","smallint","double"
"REF_STATE_ELEV","lowest_point","character varying","character"
"INVASIVE_SUBPLOT_SPP","cover_pct","smallint","double"
"OZONE_PLOT_SUMMARY","terrpos","double precision","double"
"COND","industrialcd_fiadb","smallint","double"
"TREE_GRM_COMPONENT","modified_date","timestamp without time zone","IDate"
"OZONE_VISIT","modified_date","timestamp without time zone","IDate"
"OZONE_PLOT","modified_by","character varying","character"
"COND","cond_status_chng_cd_rmrs","smallint","double"
"TREE","dia","numeric","double"
"TREE_GRM_MIDPT","drybio_ag","double precision","double"
"TREE_GRM_THRESHOLD","carbon_bg","double precision","double"
"TREE","boughs_available_ncrs","smallint","double"
"REF_NVCS_LEVEL_8_CODES","note","character varying","character"
"TREE","cull_bf_rough_cd","smallint","double"
"SOILS_SAMPLE_LOC","forflthk","double precision","double"
"PLOTGEOM","lon","double precision","double"
"TREE","damloc2_pnwrs","smallint","double"
"TREE","created_date","timestamp without time zone","IDate"
"PLOTSNAP","congcd","smallint","double"
"DWM_COARSE_WOODY_DEBRIS","drybio_ac_plot","double precision","double"
"REF_DIFFERENCE_TEST_PER_ACRE","modified_by","character varying","character"
"REF_SPECIES_GROUP","modified_date","timestamp without time zone","IDate"
"OZONE_PLOT_SUMMARY","statecd","smallint","double"
"LICHEN_SPECIES_SUMMARY","species","character varying","character"
"REF_FOREST_TYPE","typgrpcd","smallint","double"
"TREE_GRM_THRESHOLD","created_by","character varying","character"
"REF_NVCS_LEVEL_7_CODES","meaning","character varying","character"
"TREE_GRM_COMPONENT","growcfgs_timber","numeric","double"
"SOILS_LAB","plt_cn","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","hollow_dia","smallint","double"
"OZONE_SPECIES_SUMMARY","measyear","smallint","double"
"DWM_MICROPLOT_FUEL","littercd","double precision","double"
"POP_STRATUM","adj_factor_grndlyr_microquad","double precision","double"
"TREE","volcfgrs","numeric","double"
"VEG_PLOT_SPECIES","veg_spcd","character varying","character"
"SOILS_LAB","ecec","numeric","double"
"DWM_RESIDUAL_PILE","created_date","timestamp without time zone","IDate"
"POP_EVAL_GRP","created_by","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_31","character varying","character"
"LICHEN_PLOT_SUMMARY","created_date","timestamp without time zone","IDate"
"REF_FIADB_VERSION","modified_date","timestamp without time zone","IDate"
"REF_NVCS_LEVEL_2_CODES","note","character varying","character"
"COND","plant_stockability_factor_pnw","double precision","double"
"REF_CITATION","modified_date","timestamp without time zone","IDate"
"VEG_SUBPLOT_SPP","countycd","smallint","double"
"PLOT","emap_hex","integer","double"
"POP_STRATUM","adj_factor_soil","double precision","double"
"DWM_RESIDUAL_PILE","shapecd","smallint","double"
"SOILS_VISIT","modified_by","character varying","character"
"TREE_GRM_THRESHOLD","cull","smallint","double"
"TREE","inc5yrht_pnwrs","numeric","double"
"SOILS_SAMPLE_LOC","cn","character varying","character"
"TREE_GRM_ESTN","est_midpt","numeric","double"
"OZONE_PLOT_SUMMARY","countycd","smallint","double"
"SUBPLOT","modified_in_instance","character varying","character"
"DWM_TRANSECT_SEGMENT","condid","smallint","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_6_label","character varying","character"
"TREE_GRM_THRESHOLD","drybio_stump","double precision","double"
"OZONE_BIOSITE_SUMMARY","plant_inj_cnt","double precision","double"
"REF_INVASIVE_SPECIES","manual_start","numeric","double"
"TREE_GRM_BEGIN","drybio_branch","double precision","double"
"GRND_CVR","countycd","smallint","double"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_8","text","character"
"REF_NVCS_LEVEL_6_CODES","created_by","character varying","character"
"POP_STRATUM","statecd","smallint","double"
"TREE_GRM_ESTN","created_date","timestamp without time zone","IDate"
"DWM_DUFF_LITTER_FUEL","plot","integer","double"
"REF_STATE_ELEV","max_elev","integer","double"
"SITETREE","sitree","smallint","double"
"PLOTSNAP","adj_expremv_subp","double precision","double"
"OZONE_SPECIES_SUMMARY","cn","character varying","character"
"REF_DIFFERENCE_TEST_TOTALS","sql_col_5","text","character"
"COND","chaining_cd","smallint","double"
"TREE_GRM_THRESHOLD","htdmp","numeric","double"
"REF_DIFFERENCE_TEST_TOTALS","comment_26","text","character"
"TREE_GRM_MIDPT","stdorgcd","smallint","double"
"EVALIDATOR_LOG","session_date","timestamp without time zone","IDate"
"TREE_GRM_MIDPT","volcssnd","double precision","double"
"OZONE_VISIT","measmon","smallint","double"
"REF_NVCS_LEVEL_1_CODES","nvcs_code","character varying","character"
"TREE_GRM_BEGIN","created_in_instance","character varying","character"
"PLOT","measmon","smallint","double"
"COND","trtopcd","smallint","double"
"COND_DWM_CALC","fwd_sm_carbon_unadj","double precision","double"
"DWM_VISIT","plot","integer","double"
"REF_SPECIES","wood_spgr_greenvol_drywt","numeric","double"
"REF_INTL_TO_DOYLE_FACTOR","created_in_instance","character varying","character"
"REF_FOREST_TYPE","manual_start","numeric","double"
"TREE_GRM_BEGIN","volbfnet","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","modified_date","timestamp without time zone","IDate"
"COND_DWM_CALC","litter_carbon","double precision","double"
"REF_SPECIES","jenkins_spgrpcd","smallint","double"
"DWM_MICROPLOT_FUEL","measyear","smallint","double"
"OZONE_PLOT","subcycle","smallint","double"
"POP_PLOT_STRATUM_ASSGN","estn_unit","integer","double"
"SITETREE","tree","bigint","integer64"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_32","character varying","character"
"COND_DWM_CALC","phase","character varying","character"
"SUBP_COND","nonfr_incl_pct_subp","smallint","double"
"EVALIDATOR_VARIABLE_LIBRARY","prc_metadata","character varying","character"
"COND","statecd","smallint","double"
"SUBPLOT","subp","smallint","double"
"SUBP_COND_CHNG_MTRX","created_in_instance","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","drybio_ac_cond","double precision","double"
"PLOTSNAP","adj_expgrow_subp","double precision","double"
"SOILS_LAB","bray1_p","numeric","double"
"TREE_GRM_MIDPT","cullmstop","smallint","double"
"VEG_SUBPLOT_SPP","veg_spcd","character varying","character"
"TREE_GRM_COMPONENT","growbfsl_timber","numeric","double"
"LICHEN_PLOT_SUMMARY","summation","numeric","double"
"TREE","countycd","smallint","double"
"PLOTSNAP","intensity","character varying","character"
"TREE","disease_srs","smallint","double"
"VEG_SUBPLOT","created_date","timestamp without time zone","IDate"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_3_note","character varying","character"
"EVALIDATOR_ESTIMATE_GRP","active","character varying","character"
"TREE_GRM_THRESHOLD","drybio_sawlog_bark","double precision","double"
"SOILS_EROSION","plt_cn","character varying","character"
"DWM_COARSE_WOODY_DEBRIS","carbon","double precision","double"
"PLOT","manual","numeric","double"
"VEG_SUBPLOT","detailed_nonforest_land_use","smallint","double"
"SURVEY","notes","character varying","character"
"COND","land_cover_class_cd_ret","smallint","double"
"TREE","treeclcd_ncrs","smallint","double"
"TREE","inc5yr_pnwrs","smallint","double"
"SEEDLING","subcycle","smallint","double"
"PLOTSNAP","adj_expp2veg_subp","double precision","double"
"FIA_REPORTING_LOG","completion_status","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_30","character varying","character"
"INVASIVE_SUBPLOT_SPP","subp","double precision","double"
"OZONE_BIOSITE_SUMMARY","svrty_class_zero","double precision","double"
"SITETREE","age_determination_method_pnwrs","smallint","double"
"TREE","decaycd","smallint","double"
"EVALIDATOR_POP_ESTIMATE","estn_tree_portion","character varying","character"
"PLOT_REGEN","statecd","smallint","double"
"COND_DWM_CALC","cwd_carbon_unadj","double precision","double"
"TREE_GRM_ESTN","removals","numeric","double"
"TREE_GRM_MIDPT","modified_date","timestamp without time zone","IDate"
"TREE_GRM_COMPONENT","growtsal_timber","numeric","double"
"PLOTGEOM","fipscounty","double precision","double"
"TREE","damage_agent_cd2","integer","double"
"SOILS_SAMPLE_LOC","created_by","character varying","character"
"SUBPLOT","cn","character varying","character"
"TREE_GRM_BEGIN","volcfsnd_stump_bark","double precision","double"
"SUBPLOT","ground_tran_pts_water_rmrs","smallint","double"
"VEG_PLOT_SPECIES","created_date","timestamp without time zone","IDate"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_8","character varying","character"
"PLOT","kindcd_nc","smallint","double"
"TREE_GRM_ESTN","dia_end","numeric","double"
"REF_LICHEN_SPP_COMMENTS","cn","character varying","character"
"COND","forindcd","smallint","double"
"EVALIDATOR_ESTIMATE_GRP","estimate_grp_nbr","double precision","double"
"COND","invyr","smallint","double"
"POP_EVAL_ATTRIBUTE","eval_cn","character varying","character"
"PLOT","countycd","smallint","double"
"SEEDLING_REGEN","created_in_instance","character varying","character"
"PLOTSNAP","watercd","smallint","double"
"TREE_GRM_COMPONENT","subp_tparemv_unadj_al_forest","numeric","double"
"VEG_SUBPLOT","mineral_soil_cover_pct","smallint","double"
"REF_OWNGRPCD","modified_in_instance","character varying","character"
"REF_POP_EVAL_TYP_DESCR","label_order","smallint","double"
"TREE","transcd","smallint","double"
"REF_INVASIVE_SPECIES","created_in_instance","character varying","character"
"TREE","diacheck_pnwrs","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_36","character varying","character"
"REF_DIFFERENCE_TEST_PER_ACRE","sql_col_5","character varying","character"
"OZONE_SPECIES_SUMMARY","terrpos","double precision","double"
"TREE_GRM_MIDPT","voltsgrs_bark","double precision","double"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_3_cd","character varying","character"
"SURVEY","cn","character varying","character"
"TREE","ring_count_pnwrs","smallint","double"
"PLOT_REGEN","invyr","smallint","double"
"SOILS_VISIT","measmon","smallint","double"
"REF_DIFFERENCE_TEST_PER_ACRE","comment_26","character varying","character"
"TREE_GRM_COMPONENT","created_by","character varying","character"
"REF_GRM_TYPE","grm_build_location","character varying","character"
"REF_NVCS_HIERARCHY_STRCT","nvcs_level_4_note","character varying","character"
"PLOT_REGEN","modified_in_instance","character varying","character"
"OZONE_PLOT","manual","numeric","double"
"TREE","treeclcd","smallint","double"
"TREE_GRM_COMPONENT","micr_tpagrow_unadj_al_forest","numeric","double"
"COND","land_cover_class_cd","smallint","double"
